Brand,Core_Model,Specifications,Year,Fuel,Mileage,Price
peugeot,3008,,2019.0,Essence,87000.0,82000
peugeot,208,,2021.0,Essence,78000.0,45500
peugeot,2008,,2019.0,Essence,90000.0,54000
peugeot,3008,Gt Gt-Line,2020.0,Essence,125000.0,89000
peugeot,2008,,2018.0,Essence,117000.0,44000
peugeot,2008,Allure,2015.0,Essence,96000.0,40000
peugeot,3008,,2020.0,Essence,112000.0,69000
peugeot,508,,2018.0,Essence,145000.0,51000
peugeot,Rifter,5 Places,2020.0,Diesel,95000.0,72000
peugeot,Partner,Origin Utilitaire Pack Clim Pm,2019.0,Diesel,73000.0,56000
peugeot,207,Access Plus,2011.0,Diesel,290000.0,27500
peugeot,301,,2015.0,Essence,170000.0,24500
peugeot,Rcz,,2011.0,Essence,171000.0,40000
peugeot,3008,,2020.0,Diesel,148000.0,79000
peugeot,301,,2014.0,Essence,106000.0,22000
peugeot,3008,,2022.0,Essence,55000.0,105000
peugeot,3008,,2017.0,Essence,105000.0,71000
peugeot,3008,Gt-Line,2017.0,Essence,260000.0,77000
peugeot,Partner,,2009.0,Diesel,320000.0,26000
peugeot,2008,,2021.0,Diesel,100000.0,80000
peugeot,208,,2017.0,Essence,113000.0,30000
peugeot,308,Gt-Line Gt-Line,2020.0,Diesel,96300.0,64000
peugeot,Partner,,2016.0,Diesel,282000.0,33000
peugeot,3008,,2010.0,Essence,210000.0,32000
peugeot,508,,2019.0,Essence,137000.0,83000
peugeot,308,,2015.0,Essence,180000.0,32000
peugeot,Rifter,,2020.0,Diesel,95000.0,72000
peugeot,308,,2015.0,Essence,168000.0,35000
peugeot,3008,Allure,2020.0,Essence,75000.0,75000
peugeot,208,,2020.0,Essence,60000.0,35000
peugeot,207,,2011.0,Diesel,290000.0,27500
peugeot,Expert,,2019.0,Diesel,139199.0,59000
peugeot,2008,Gt_Line,2021.0,Essence,30000.0,92000
peugeot,308,,2020.0,Essence,128000.0,47000
peugeot,207,,2012.0,Essence,229999.0,17500
peugeot,306,,2000.0,Essence,202000.0,13500
peugeot,408,Gt,2024.0,Essence,10000.0,155000
peugeot,3008,Allure,2019.0,Essence,38000.0,88000
peugeot,3008,1.2L,2020.0,Essence,70000.0,89000
porsche,Cayenne,Coupé Gts,2020.0,Hybride,70000.0,480000
porsche,Cayenne,E-,2019.0,Hybride,86000.0,410000
porsche,Cayenne,,2015.0,Essence,158000.0,220000
porsche,Cayenne,,2012.0,Essence,195000.0,152000
porsche,Cayman,S,2008.0,Essence,39508.0,275000
porsche,Panamera,,2011.0,Essence,82000.0,178000
porsche,Cayenne,Coupé,2019.0,Essence,59000.0,370000
porsche,Cayenne,Coupé,2020.0,Essence,37000.0,380000
porsche,Panamera,Platinum Édition,2014.0,Essence,100000.0,255000
porsche,Macan,,2023.0,Essence,6900.0,375000
renault,Kadjar,Intens,2018.0,Essence,150000.0,66000
renault,Symbol,,2010.0,Essence,390000.0,15500
renault,Clio,Campus Climatisée,2012.0,Essence,116000.0,30500
renault,Clio,,2020.0,Diesel,138000.0,49500
renault,Megane,4,2020.0,Diesel,125000.0,64500
renault,Symbol,,2020.0,Essence,115000.0,36000
renault,Megane,,2021.0,Essence,60000.0,60000
renault,Megane,Sedan,2021.0,Essence,70000.0,60000
renault,Clio,,2005.0,Essence,123000.0,10000
renault,Clio,1.0L,2021.0,Essence,135000.0,38500
renault,Clio,,2020.0,Essence,105000.0,43000
renault,Clio,,2010.0,Essence,200000.0,24800
renault,Clio,,2020.0,Essence,91300.0,41000
renault,Clio,,2012.0,Essence,116000.0,30500
renault,Kadjar,,2018.0,Essence,140000.0,70000
renault,Clio,,2021.0,Essence,80000.0,42500
renault,Megane,,2007.0,Diesel,350000.0,19500
renault,Clio,,2016.0,Essence,110000.0,40500
renault,Kadjar,,2021.0,Essence,98000.0,83000
renault,Kadjar,,2019.0,Essence,70000.0,68000
renault,Megane,Sedan,2019.0,Essence,46000.0,61000
renault,Megane,,2021.0,Diesel,148000.0,59500
renault,Megane,,2020.0,Essence,150000.0,48500
renault,Clio,4,2021.0,Essence,120000.0,45000
seat,Leon,1.2L,2018.0,Essence,140000.0,60000
seat,Ibiza,,2020.0,Essence,205000.0,37000
seat,Arona,,2021.0,Essence,26000.0,73500
seat,Ibiza,,2019.0,Essence,83000.0,41500
seat,Ibiza,,2021.0,Essence,99519.0,54000
seat,Leon,,2019.0,Essence,61847.0,70000
seat,Leon,Xcellence,2023.0,Essence,37000.0,108000
seat,Leon,Fr,2022.0,Essence,70000.0,122800
seat,Leon,,2020.0,Essence,61847.0,70000
seat,Ateca,,2020.0,Essence,85000.0,98000
seat,Ibiza,Xcellence,2021.0,Essence,68000.0,62000
seat,Leon,Cupra,2020.0,Essence,74000.0,132000
seat,Ibiza,Fr,2020.0,Essence,100000.0,68000
seat,Ibiza,Fr,2020.0,Essence,50000.0,67000
seat,Arona,Xperience,2022.0,Essence,47000.0,81000
seat,Leon,Style,2020.0,Essence,65000.0,73000
seat,Ibiza,Fr,2023.0,Essence,40000.0,81000
toyota,Prado,,2003.0,Diesel,449000.0,88000
toyota,C-Hr,,2022.0,Essence,55000.0,91000
toyota,Land,Cruiser,2010.0,Diesel,142060.0,175000
toyota,Hilux,Double Cabine Gr Sport,2024.0,Diesel,7000.0,290000
toyota,Hilux,Double Cabine 4*4,2024.0,Essence,3000.0,231000
toyota,Aygo,,2021.0,Essence,90000.0,40900
toyota,Land,Cruiser,2016.0,Diesel,98000.0,350000
toyota,C-Hr,,2021.0,Essence,71000.0,85000
toyota,Land,Cruiser,2003.0,Diesel,316620.0,119000
toyota,Corolla,,2022.0,Essence,24000.0,79000
toyota,Corolla,Cross High,2022.0,Hybride,36000.0,120000
toyota,Corolla,,2022.0,Essence,32000.0,76000
toyota,Corolla,Dynamic,2020.0,Essence,85000.0,69000
toyota,C-Hr,,2018.0,Essence,130000.0,73000
toyota,Hilux,Double Cabine D4D,2020.0,Diesel,140000.0,168000
toyota,C-Hr,,2020.0,Essence,165000.0,75000
toyota,C-Hr,,2020.0,Essence,165000.0,75000
toyota,Prado,,2003.0,Diesel,199425.0,129000
toyota,Corolla,,2021.0,Essence,90000.0,71000
toyota,Rav,4,2016.0,Essence,280000.0,56000
volkswagen,Golf 8,1.4,2022.0,Essence,40000.0,105000
volkswagen,Golf 7,,2020.0,Essence,75000.0,175000
volkswagen,Golf 7,R-Line,2018.0,Essence,130000.0,80000
volkswagen,Polo,,2021.0,Essence,92500.0,42500
volkswagen,Touareg,,2006.0,Diesel,308000.0,48000
volkswagen,T-Roc,,2020.0,Essence,87000.0,85000
volkswagen,Golf 8,Active,2021.0,Essence,69000.0,95000
volkswagen,Golf 8,United,2021.0,Essence,16000.0,128000
volkswagen,Tiguan,Confortline,2020.0,Essence,33000.0,128000
volkswagen,T-Roc,,2019.0,Essence,74107.0,78000
volkswagen,Golf 8,R-Line,2021.0,Essence,40000.0,155000
volkswagen,Golf 8,Style 1.5 Bva Etsi Importée,2021.0,Essence,87000.0,110000
volkswagen,Amarok,Tdi 4*4,2012.0,Diesel,198000.0,57000
volkswagen,Passat,R-Line Dsg,2022.0,Essence,40000.0,125000
volkswagen,Golf 7,Join,2018.0,Essence,86000.0,79000
volkswagen,Polo,,2006.0,Essence,47000.0,25000
volkswagen,Golf 8,,2020.0,Essence,85181.0,88000
volkswagen,Golf 8,R-Line,2021.0,Essence,70000.0,125000
volkswagen,Golf 7,,2019.0,Essence,180000.0,64000
volkswagen,Golf 7,Join,2019.0,Essence,120000.0,80000
volkswagen,Golf 7,Join,2018.0,Essence,70000.0,84000
volkswagen,Passat,,2013.0,Diesel,300000.0,56000
volkswagen,Caddy,,2020.0,Diesel,124000.0,64000
volkswagen,Golf 7,,2015.0,Essence,153000.0,48500
volkswagen,Golf 7,Confortline,2013.0,Essence,190000.0,49000
volkswagen,Passat,R-Line,2019.0,Essence,100000.0,101000
volkswagen,Golf 8,1.5L,2021.0,Essence,80000.0,93000
volkswagen,Golf 8,Édition,2021.0,Essence,45000.0,89500
volkswagen,Golf 7,Confortline,2020.0,Essence,69000.0,75000
volkswagen,T-Roc,1.5,2024.0,Hybride,9000.0,155000
volkswagen,Polo,Sedan Trendline,2020.0,Essence,170000.0,41300
volkswagen,Polo,,2021.0,Essence,140000.0,44500
volkswagen,Passat,R-Line,2020.0,Essence,60000.0,106000
volkswagen,Golf 7,,2019.0,Essence,40000.0,74000
volkswagen,Golf 7,Bva,2020.0,Essence,200000.0,69000
volkswagen,Golf 7,Confortline,2019.0,Essence,169452.0,69000
volkswagen,Tiguan,R-Line,2023.0,Essence,54723.0,198000
volkswagen,Golf 8,United,2020.0,Essence,26000.0,109000
volkswagen,Tiguan,,2018.0,Essence,60000.0,90000
volkswagen,Golf 7,,2017.0,Essence,73000.0,115000
volkswagen,Golf 7,Importé,2020.0,Essence,40000.0,73500
volkswagen,Golf 7,,2018.0,Essence,88000.0,95000
volkswagen,Golf 7,Join,2020.0,Essence,120000.0,76500
volkswagen,Golf 8,R-Line,2022.0,Hybride,12000.0,110000
volkswagen,Polo,R-Line,2020.0,Essence,70000.0,65500
volkswagen,Golf 8,,2023.0,Essence,40000.0,139000
volkswagen,Golf 8,R-Line,2022.0,Hybride,36651.0,138000
volkswagen,Golf 8,,2020.0,Hybride,40000.0,115000
volkswagen,Golf 7,,2019.0,Essence,64000.0,74000
volkswagen,Passat,,2016.0,Essence,160000.0,59000
volkswagen,Golf 7,Sound,2018.0,Essence,125000.0,78000
volkswagen,Golf 8,Gte,2021.0,Hybride,26000.0,145000
volkswagen,Tiguan,,2021.0,Essence,123000.0,95000
volkswagen,Golf 6,Match,2012.0,Diesel,240000.0,45000
volkswagen,Golf 8,R-Line,2021.0,Essence,40000.0,145000
volkswagen,Tiguan,R-Line,2019.0,Essence,160000.0,110000
volkswagen,Passat,,2016.0,Essence,140000.0,58000
volkswagen,Scirocco,,2010.0,Essence,200000.0,40000
volkswagen,T-Roc,Toit Ouvrant,2020.0,Essence,44000.0,98000
volkswagen,Golf 7,Highline,2016.0,Essence,26043.0,75000
volkswagen,Golf 7,,2019.0,Essence,29000.0,76000
volkswagen,Golf 8,Life,2020.0,Essence,70001.0,87000
volkswagen,Golf 7,Join,2018.0,Essence,83000.0,72000
volkswagen,Golf 8,,2022.0,Essence,58000.0,87000
volkswagen,Golf 7,Smartline,2015.0,Essence,140000.0,52000
volkswagen,Amarok,Awd,2016.0,Diesel,180000.0,87000
volkswagen,Amarok,,2012.0,Diesel,370000.0,49000
